sku,attribute_set_code,product_type,categories,name,description,price,base_image,qty,is_in_stock,related_skus,crosssell_skus,upsell_skus,created_at,updated_at
MSH10-34-Blue,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Sol Active Short-34-Blue,"You'll let your fear go and push your limits in your new Sol Active Short. Featuring ultra-breathable performance fabric and a flat comfort-fit waistband, the Sol Active Short is perfect for high-intensity circuits or high-heat bikram.
&bull; Light blue jersey shorts with mesh detail.&bull; 87% Spandex 13% Lycra.&bull; Machine wash cold, tumble dry low.&bull; Superior performance fabric.&bull; Flat-lock seams.",32.0,/m/s/msh10-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH10-34-Green,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Sol Active Short-34-Green,"You'll let your fear go and push your limits in your new Sol Active Short. Featuring ultra-breathable performance fabric and a flat comfort-fit waistband, the Sol Active Short is perfect for high-intensity circuits or high-heat bikram.
&bull; Light blue jersey shorts with mesh detail.&bull; 87% Spandex 13% Lycra.&bull; Machine wash cold, tumble dry low.&bull; Superior performance fabric.&bull; Flat-lock seams.",32.0,/m/s/msh10-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH10-34-Purple,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Sol Active Short-34-Purple,"You'll let your fear go and push your limits in your new Sol Active Short. Featuring ultra-breathable performance fabric and a flat comfort-fit waistband, the Sol Active Short is perfect for high-intensity circuits or high-heat bikram.
&bull; Light blue jersey shorts with mesh detail.&bull; 87% Spandex 13% Lycra.&bull; Machine wash cold, tumble dry low.&bull; Superior performance fabric.&bull; Flat-lock seams.",32.0,/m/s/msh10-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH10-36-Blue,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Sol Active Short-36-Blue,"You'll let your fear go and push your limits in your new Sol Active Short. Featuring ultra-breathable performance fabric and a flat comfort-fit waistband, the Sol Active Short is perfect for high-intensity circuits or high-heat bikram.
&bull; Light blue jersey shorts with mesh detail.&bull; 87% Spandex 13% Lycra.&bull; Machine wash cold, tumble dry low.&bull; Superior performance fabric.&bull; Flat-lock seams.",32.0,/m/s/msh10-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH10-36-Green,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Sol Active Short-36-Green,"You'll let your fear go and push your limits in your new Sol Active Short. Featuring ultra-breathable performance fabric and a flat comfort-fit waistband, the Sol Active Short is perfect for high-intensity circuits or high-heat bikram.
&bull; Light blue jersey shorts with mesh detail.&bull; 87% Spandex 13% Lycra.&bull; Machine wash cold, tumble dry low.&bull; Superior performance fabric.&bull; Flat-lock seams.",32.0,/m/s/msh10-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH10-36-Purple,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Sol Active Short-36-Purple,"You'll let your fear go and push your limits in your new Sol Active Short. Featuring ultra-breathable performance fabric and a flat comfort-fit waistband, the Sol Active Short is perfect for high-intensity circuits or high-heat bikram.
&bull; Light blue jersey shorts with mesh detail.&bull; 87% Spandex 13% Lycra.&bull; Machine wash cold, tumble dry low.&bull; Superior performance fabric.&bull; Flat-lock seams.",32.0,/m/s/msh10-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH10,Bottom,configurable,"Shorts,New Luma Yoga Collection,Default Category",Sol Active Short,"You'll let your fear go and push your limits in your new Sol Active Short. Featuring ultra-breathable performance fabric and a flat comfort-fit waistband, the Sol Active Short is perfect for high-intensity circuits or high-heat bikram.
&bull; Light blue jersey shorts with mesh detail.&bull; 87% Spandex 13% Lycra.&bull; Machine wash cold, tumble dry low.&bull; Superior performance fabric.&bull; Flat-lock seams.",32.0,/m/s/msh10-blue_main_1.jpg,0.0,1.0,"MT03,MS04,MS11,MT12","24-UG06,24-UG04,24-WG085_Group,24-UG07",,6/26/25,6/26/25
MSH11-32-Black,Bottom,simple,Shorts,Arcadio Gym Short-32-Black,"The Arcadio Gym short is a basic-looking piece with a lot more than meets the eye: casual-yet-functional relaxed fit, comfortable waistband and adjustable drawstring. Everything you need, plus more.
&bull; Royal blue cotton shorts.&bull; Built-in mesh brief. &bull; 87% Spandex 13% Lycra.&bull; Adjustable drawstring.",20.0,/m/s/msh11-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH11-32-Blue,Bottom,simple,Shorts,Arcadio Gym Short-32-Blue,"The Arcadio Gym short is a basic-looking piece with a lot more than meets the eye: casual-yet-functional relaxed fit, comfortable waistband and adjustable drawstring. Everything you need, plus more.
&bull; Royal blue cotton shorts.&bull; Built-in mesh brief. &bull; 87% Spandex 13% Lycra.&bull; Adjustable drawstring.",20.0,/m/s/msh11-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH11-32-Red,Bottom,simple,Shorts,Arcadio Gym Short-32-Red,"The Arcadio Gym short is a basic-looking piece with a lot more than meets the eye: casual-yet-functional relaxed fit, comfortable waistband and adjustable drawstring. Everything you need, plus more.
&bull; Royal blue cotton shorts.&bull; Built-in mesh brief. &bull; 87% Spandex 13% Lycra.&bull; Adjustable drawstring.",20.0,/m/s/msh11-red_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH11-33-Black,Bottom,simple,Shorts,Arcadio Gym Short-33-Black,"The Arcadio Gym short is a basic-looking piece with a lot more than meets the eye: casual-yet-functional relaxed fit, comfortable waistband and adjustable drawstring. Everything you need, plus more.
&bull; Royal blue cotton shorts.&bull; Built-in mesh brief. &bull; 87% Spandex 13% Lycra.&bull; Adjustable drawstring.",20.0,/m/s/msh11-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH11-33-Blue,Bottom,simple,Shorts,Arcadio Gym Short-33-Blue,"The Arcadio Gym short is a basic-looking piece with a lot more than meets the eye: casual-yet-functional relaxed fit, comfortable waistband and adjustable drawstring. Everything you need, plus more.
&bull; Royal blue cotton shorts.&bull; Built-in mesh brief. &bull; 87% Spandex 13% Lycra.&bull; Adjustable drawstring.",20.0,/m/s/msh11-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH11-33-Red,Bottom,simple,Shorts,Arcadio Gym Short-33-Red,"The Arcadio Gym short is a basic-looking piece with a lot more than meets the eye: casual-yet-functional relaxed fit, comfortable waistband and adjustable drawstring. Everything you need, plus more.
&bull; Royal blue cotton shorts.&bull; Built-in mesh brief. &bull; 87% Spandex 13% Lycra.&bull; Adjustable drawstring.",20.0,/m/s/msh11-red_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH11-34-Black,Bottom,simple,Shorts,Arcadio Gym Short-34-Black,"The Arcadio Gym short is a basic-looking piece with a lot more than meets the eye: casual-yet-functional relaxed fit, comfortable waistband and adjustable drawstring. Everything you need, plus more.
&bull; Royal blue cotton shorts.&bull; Built-in mesh brief. &bull; 87% Spandex 13% Lycra.&bull; Adjustable drawstring.",20.0,/m/s/msh11-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH11-34-Blue,Bottom,simple,Shorts,Arcadio Gym Short-34-Blue,"The Arcadio Gym short is a basic-looking piece with a lot more than meets the eye: casual-yet-functional relaxed fit, comfortable waistband and adjustable drawstring. Everything you need, plus more.
&bull; Royal blue cotton shorts.&bull; Built-in mesh brief. &bull; 87% Spandex 13% Lycra.&bull; Adjustable drawstring.",20.0,/m/s/msh11-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH11-34-Red,Bottom,simple,Shorts,Arcadio Gym Short-34-Red,"The Arcadio Gym short is a basic-looking piece with a lot more than meets the eye: casual-yet-functional relaxed fit, comfortable waistband and adjustable drawstring. Everything you need, plus more.
&bull; Royal blue cotton shorts.&bull; Built-in mesh brief. &bull; 87% Spandex 13% Lycra.&bull; Adjustable drawstring.",20.0,/m/s/msh11-red_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH11-36-Black,Bottom,simple,Shorts,Arcadio Gym Short-36-Black,"The Arcadio Gym short is a basic-looking piece with a lot more than meets the eye: casual-yet-functional relaxed fit, comfortable waistband and adjustable drawstring. Everything you need, plus more.
&bull; Royal blue cotton shorts.&bull; Built-in mesh brief. &bull; 87% Spandex 13% Lycra.&bull; Adjustable drawstring.",20.0,/m/s/msh11-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH11-36-Blue,Bottom,simple,Shorts,Arcadio Gym Short-36-Blue,"The Arcadio Gym short is a basic-looking piece with a lot more than meets the eye: casual-yet-functional relaxed fit, comfortable waistband and adjustable drawstring. Everything you need, plus more.
&bull; Royal blue cotton shorts.&bull; Built-in mesh brief. &bull; 87% Spandex 13% Lycra.&bull; Adjustable drawstring.",20.0,/m/s/msh11-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH11-36-Red,Bottom,simple,Shorts,Arcadio Gym Short-36-Red,"The Arcadio Gym short is a basic-looking piece with a lot more than meets the eye: casual-yet-functional relaxed fit, comfortable waistband and adjustable drawstring. Everything you need, plus more.
&bull; Royal blue cotton shorts.&bull; Built-in mesh brief. &bull; 87% Spandex 13% Lycra.&bull; Adjustable drawstring.",20.0,/m/s/msh11-red_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH11,Bottom,configurable,Shorts,Arcadio Gym Short,"The Arcadio Gym short is a basic-looking piece with a lot more than meets the eye: casual-yet-functional relaxed fit, comfortable waistband and adjustable drawstring. Everything you need, plus more.
&bull; Royal blue cotton shorts.&bull; Built-in mesh brief. &bull; 87% Spandex 13% Lycra.&bull; Adjustable drawstring.",20.0,/m/s/msh11-blue_main_1.jpg,0.0,1.0,"MS02,MT04,MT08,MS06","24-UG05,24-UG06,24-WG087,24-WG083-blue",,6/26/25,6/26/25
MSH12-32-Black,Bottom,simple,"Shorts,Men Sale,Default Category",Pierce Gym Short-32-Black,"The Pierce Gym Short is similar to our Arcadio Gym Short, but designed with a fitted, tapered look. A flat waistband with an adjustable drawstring adds comfort, with zippered pockets for safe, easy storage.
&bull; Dark red cotton shorts. &bull; 87% Supplex, 13% Lycra.&bull; Adjustable drawstring waistband.&bull; Built-in mesh brief.&bull; Machine wash cold, tumble dry low.",27.0,/m/s/msh12-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH12-32-Gray,Bottom,simple,"Shorts,Men Sale,Default Category",Pierce Gym Short-32-Gray,"The Pierce Gym Short is similar to our Arcadio Gym Short, but designed with a fitted, tapered look. A flat waistband with an adjustable drawstring adds comfort, with zippered pockets for safe, easy storage.
&bull; Dark red cotton shorts. &bull; 87% Supplex, 13% Lycra.&bull; Adjustable drawstring waistband.&bull; Built-in mesh brief.&bull; Machine wash cold, tumble dry low.",27.0,/m/s/msh12-gray_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH12-32-Red,Bottom,simple,"Shorts,Men Sale,Default Category",Pierce Gym Short-32-Red,"The Pierce Gym Short is similar to our Arcadio Gym Short, but designed with a fitted, tapered look. A flat waistband with an adjustable drawstring adds comfort, with zippered pockets for safe, easy storage.
&bull; Dark red cotton shorts. &bull; 87% Supplex, 13% Lycra.&bull; Adjustable drawstring waistband.&bull; Built-in mesh brief.&bull; Machine wash cold, tumble dry low.",27.0,/m/s/msh12-red_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH12-33-Black,Bottom,simple,"Shorts,Men Sale,Default Category",Pierce Gym Short-33-Black,"The Pierce Gym Short is similar to our Arcadio Gym Short, but designed with a fitted, tapered look. A flat waistband with an adjustable drawstring adds comfort, with zippered pockets for safe, easy storage.
&bull; Dark red cotton shorts. &bull; 87% Supplex, 13% Lycra.&bull; Adjustable drawstring waistband.&bull; Built-in mesh brief.&bull; Machine wash cold, tumble dry low.",27.0,/m/s/msh12-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH12-33-Gray,Bottom,simple,"Shorts,Men Sale,Default Category",Pierce Gym Short-33-Gray,"The Pierce Gym Short is similar to our Arcadio Gym Short, but designed with a fitted, tapered look. A flat waistband with an adjustable drawstring adds comfort, with zippered pockets for safe, easy storage.
&bull; Dark red cotton shorts. &bull; 87% Supplex, 13% Lycra.&bull; Adjustable drawstring waistband.&bull; Built-in mesh brief.&bull; Machine wash cold, tumble dry low.",27.0,/m/s/msh12-gray_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH12-33-Red,Bottom,simple,"Shorts,Men Sale,Default Category",Pierce Gym Short-33-Red,"The Pierce Gym Short is similar to our Arcadio Gym Short, but designed with a fitted, tapered look. A flat waistband with an adjustable drawstring adds comfort, with zippered pockets for safe, easy storage.
&bull; Dark red cotton shorts. &bull; 87% Supplex, 13% Lycra.&bull; Adjustable drawstring waistband.&bull; Built-in mesh brief.&bull; Machine wash cold, tumble dry low.",27.0,/m/s/msh12-red_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH12-34-Black,Bottom,simple,"Shorts,Men Sale,Default Category",Pierce Gym Short-34-Black,"The Pierce Gym Short is similar to our Arcadio Gym Short, but designed with a fitted, tapered look. A flat waistband with an adjustable drawstring adds comfort, with zippered pockets for safe, easy storage.
&bull; Dark red cotton shorts. &bull; 87% Supplex, 13% Lycra.&bull; Adjustable drawstring waistband.&bull; Built-in mesh brief.&bull; Machine wash cold, tumble dry low.",27.0,/m/s/msh12-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH12-34-Gray,Bottom,simple,"Shorts,Men Sale,Default Category",Pierce Gym Short-34-Gray,"The Pierce Gym Short is similar to our Arcadio Gym Short, but designed with a fitted, tapered look. A flat waistband with an adjustable drawstring adds comfort, with zippered pockets for safe, easy storage.
&bull; Dark red cotton shorts. &bull; 87% Supplex, 13% Lycra.&bull; Adjustable drawstring waistband.&bull; Built-in mesh brief.&bull; Machine wash cold, tumble dry low.",27.0,/m/s/msh12-gray_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH12-34-Red,Bottom,simple,"Shorts,Men Sale,Default Category",Pierce Gym Short-34-Red,"The Pierce Gym Short is similar to our Arcadio Gym Short, but designed with a fitted, tapered look. A flat waistband with an adjustable drawstring adds comfort, with zippered pockets for safe, easy storage.
&bull; Dark red cotton shorts. &bull; 87% Supplex, 13% Lycra.&bull; Adjustable drawstring waistband.&bull; Built-in mesh brief.&bull; Machine wash cold, tumble dry low.",27.0,/m/s/msh12-red_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH12-36-Black,Bottom,simple,"Shorts,Men Sale,Default Category",Pierce Gym Short-36-Black,"The Pierce Gym Short is similar to our Arcadio Gym Short, but designed with a fitted, tapered look. A flat waistband with an adjustable drawstring adds comfort, with zippered pockets for safe, easy storage.
&bull; Dark red cotton shorts. &bull; 87% Supplex, 13% Lycra.&bull; Adjustable drawstring waistband.&bull; Built-in mesh brief.&bull; Machine wash cold, tumble dry low.",27.0,/m/s/msh12-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH12-36-Gray,Bottom,simple,"Shorts,Men Sale,Default Category",Pierce Gym Short-36-Gray,"The Pierce Gym Short is similar to our Arcadio Gym Short, but designed with a fitted, tapered look. A flat waistband with an adjustable drawstring adds comfort, with zippered pockets for safe, easy storage.
&bull; Dark red cotton shorts. &bull; 87% Supplex, 13% Lycra.&bull; Adjustable drawstring waistband.&bull; Built-in mesh brief.&bull; Machine wash cold, tumble dry low.",27.0,/m/s/msh12-gray_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
